Bus Monitor Log File,,,,
Date: 7/27/2021 2:33:17 PM,,,,
 ,,,,
---------------------------------------------------,,,,
 ,,,,
Date, ID, Counts, Data, MsgType
32:00.7,0x729,CAN 1,2,03 7F 22 31 CC CC CC CC 
32:00.7,0x271,CAN 1,476,66 00 00 00 00 00 00 43 
32:00.7,0x265,CAN 1,476,7B 20 00 00 00 00 00 03 
32:00.7,0x168,CAN 1,581,E6 00 C8 00 00 00 00 0A 
32:00.7,0x168,CAN 1,582,FB 00 C8 00 00 00 00 0B 
32:00.8,0x712,CAN 1,14,03 22 F1 F8 00 00 00 00 
32:00.8,0x271,CAN 1,477,35 00 00 00 00 00 00 44 
32:00.8,0x265,CAN 1,477,28 20 00 00 00 00 00 04 
32:00.8,0x265,CAN 1,478,35 20 00 00 00 00 00 05 
32:00.8,0x271,CAN 1,478,28 00 00 00 00 00 00 45 
32:00.8,0x168,CAN 1,583,A8 00 C8 00 00 00 00 0C 
32:00.8,0x710,CAN 1,17,03 7F 22 22 CC CC CC CC 
32:00.8,0x168,CAN 1,584,B5 00 C8 00 00 00 00 0D 
32:00.8,0x168,CAN 1,585,92 00 C8 00 00 00 00 0E 
32:00.8,0x712,CAN 1,15,02 10 7E 00 00 00 00 00 
32:00.8,0x265,CAN 1,479,12 20 00 00 00 00 00 06 
32:00.8,0x265,CAN 1,480,0F 20 00 00 00 00 00 07 
32:00.8,0x265,CAN 1,481,B4 20 00 00 00 00 00 08 
32:00.8,0x271,CAN 1,479,0F 00 00 00 00 00 00 46 
32:00.8,0x271,CAN 1,480,12 00 00 00 00 00 00 47 
32:00.8,0x271,CAN 1,481,A9 00 00 00 00 00 00 48 
32:00.8,0x168,CAN 1,586,34 00 C8 00 00 00 00 00 
32:00.8,0x710,CAN 1,18,06 50 7E 00 32 01 F4 CC 
32:00.8,0x168,CAN 1,587,29 00 C8 00 00 00 00 01 
32:00.9,0x168,CAN 1,588,0E 00 C8 00 00 00 00 02 
32:00.9,0x712,CAN 1,16,03 22 F1 F8 00 00 00 00 
32:00.9,0x265,CAN 1,482,A9 20 00 00 00 00 00 09 
32:00.9,0x265,CAN 1,483,8E 20 00 00 00 00 00 0A 
32:00.9,0x265,CAN 1,484,93 20 00 00 00 00 00 0B 
32:00.9,0x271,CAN 1,482,B4 00 00 00 00 00 00 49 
32:00.9,0x271,CAN 1,483,93 00 00 00 00 00 00 4A 
32:00.9,0x271,CAN 1,484,8E 00 00 00 00 00 00 4B 
32:00.9,0x710,CAN 1,19,03 7F 22 22 CC CC CC CC 
32:00.9,0x168,CAN 1,589,13 00 C8 00 00 00 00 03 
32:00.9,0x265,CAN 1,485,C0 20 00 00 00 00 00 0C 
32:00.9,0x271,CAN 1,485,DD 00 00 00 00 00 00 4C 
32:00.9,0x168,CAN 1,590,40 00 C8 00 00 00 00 04 
32:00.9,0x168,CAN 1,591,5D 00 C8 00 00 00 00 05 
32:00.9,0x712,CAN 1,17,03 22 F1 F9 00 00 00 00 
32:00.9,0x265,CAN 1,486,DD 20 00 00 00 00 00 0D 
32:00.9,0x265,CAN 1,487,FA 20 00 00 00 00 00 0E 
32:00.9,0x271,CAN 1,486,C0 00 00 00 00 00 00 4D 
32:00.9,0x271,CAN 1,487,E7 00 00 00 00 00 00 4E 
32:00.9,0x168,CAN 1,592,7A 00 C8 00 00 00 00 06 
32:00.9,0x710,CAN 1,20,03 7F 22 31 CC CC CC CC 
32:01.0,0x168,CAN 1,593,67 00 C8 00 00 00 00 07 
32:01.0,0x168,CAN 1,594,DC 00 C8 00 00 00 00 08 
32:01.0,0x712,CAN 1,18,02 10 7E 00 00 00 00 00 
32:01.0,0x265,CAN 1,488,E7 20 00 00 00 00 00 0F 
32:01.0,0x265,CAN 1,489,5C 20 00 00 00 00 00 00 
32:01.0,0x265,CAN 1,490,41 20 00 00 00 00 00 01 
32:01.0,0x271,CAN 1,488,FA 00 00 00 00 00 00 4F 
32:01.0,0x271,CAN 1,489,41 00 00 00 00 00 00 40 
32:01.0,0x271,CAN 1,490,5C 00 00 00 00 00 00 41 
32:01.0,0x168,CAN 1,595,C1 00 C8 00 00 00 00 09 
32:01.0,0x710,CAN 1,21,06 50 7E 00 32 01 F4 CC 
32:01.0,0x168,CAN 1,596,E6 00 C8 00 00 00 00 0A 
32:01.0,0x168,CAN 1,597,FB 00 C8 00 00 00 00 0B 
32:01.1,0x712,CAN 1,19,03 22 F1 F9 00 00 00 00 
32:01.1,0x265,CAN 1,491,66 20 00 00 00 00 00 02 
32:01.1,0x265,CAN 1,492,7B 20 00 00 00 00 00 03 
32:01.1,0x265,CAN 1,493,28 20 00 00 00 00 00 04 
32:01.1,0x271,CAN 1,491,7B 00 00 00 00 00 00 42 
32:01.1,0x271,CAN 1,492,66 00 00 00 00 00 00 43 
32:01.1,0x271,CAN 1,493,35 00 00 00 00 00 00 44 
32:01.1,0x710,CAN 1,22,03 7F 22 31 CC CC CC CC 
32:01.1,0x168,CAN 1,598,A8 00 C8 00 00 00 00 0C 
32:01.1,0x265,CAN 1,494,35 20 00 00 00 00 00 05 
32:01.1,0x271,CAN 1,494,28 00 00 00 00 00 00 45 
32:01.1,0x168,CAN 1,599,B5 00 C8 00 00 00 00 0D 
32:01.1,0x168,CAN 1,600,92 00 C8 00 00 00 00 0E 
32:01.1,0x712,CAN 1,20,03 22 F1 FD 00 00 00 00 
32:01.1,0x265,CAN 1,495,12 20 00 00 00 00 00 06 
32:01.1,0x265,CAN 1,496,0F 20 00 00 00 00 00 07 
32:01.1,0x271,CAN 1,495,0F 00 00 00 00 00 00 46 
32:01.1,0x271,CAN 1,496,12 00 00 00 00 00 00 47 
32:01.1,0x168,CAN 1,601,34 00 C8 00 00 00 00 00 
32:01.1,0x710,CAN 1,23,10 0C 62 F1 FD 01 00 01 
32:01.1,0x712,CAN 1,21,30 00 00 00 00 00 00 00 
32:01.1,0x710,CAN 1,24,21 6E 7A 34 37 37 34 CC 
32:01.1,0x271,CAN 1,497,A9 00 00 00 00 00 00 48 
32:01.1,0x265,CAN 1,497,B4 20 00 00 00 00 00 08 
32:01.1,0x168,CAN 1,602,29 00 C8 00 00 00 00 01 
32:01.2,0x271,CAN 1,498,B4 00 00 00 00 00 00 49 
32:01.2,0x265,CAN 1,498,A9 20 00 00 00 00 00 09 
32:01.2,0x168,CAN 1,603,0E 00 C8 00 00 00 00 02 
32:01.2,0x168,CAN 1,604,13 00 C8 00 00 00 00 03 
32:01.2,0x712,CAN 1,22,03 22 F1 FE 00 00 00 00 
32:01.2,0x271,CAN 1,499,93 00 00 00 00 00 00 4A 
32:01.2,0x265,CAN 1,499,8E 20 00 00 00 00 00 0A 
32:01.2,0x265,CAN 1,500,93 20 00 00 00 00 00 0B 
32:01.2,0x271,CAN 1,500,8E 00 00 00 00 00 00 4B 
32:01.2,0x168,CAN 1,605,40 00 C8 00 00 00 00 04 
32:01.2,0x710,CAN 1,25,03 7F 22 31 CC CC CC CC 
32:01.2,0x168,CAN 1,606,5D 00 C8 00 00 00 00 05 
32:01.2,0x168,CAN 1,607,7A 00 C8 00 00 00 00 06 
32:01.3,0x712,CAN 1,23,02 10 7E 00 00 00 00 00 
32:01.3,0x271,CAN 1,501,DD 00 00 00 00 00 00 4C 
32:01.3,0x265,CAN 1,501,C0 20 00 00 00 00 00 0C 
32:01.3,0x265,CAN 1,502,DD 20 00 00 00 00 00 0D 
32:01.3,0x265,CAN 1,503,FA 20 00 00 00 00 00 0E 
32:01.3,0x271,CAN 1,502,C0 00 00 00 00 00 00 4D 
32:01.3,0x271,CAN 1,503,E7 00 00 00 00 00 00 4E 
32:01.3,0x168,CAN 1,608,67 00 C8 00 00 00 00 07 
32:01.3,0x710,CAN 1,26,06 50 7E 00 32 01 F4 CC 
32:01.3,0x168,CAN 1,609,DC 00 C8 00 00 00 00 08 
32:01.3,0x168,CAN 1,610,C1 00 C8 00 00 00 00 09 
32:01.3,0x712,CAN 1,24,03 22 F1 FE 00 00 00 00 
32:01.3,0x265,CAN 1,504,E7 20 00 00 00 00 00 0F 
32:01.3,0x265,CAN 1,505,5C 20 00 00 00 00 00 00 
32:01.3,0x265,CAN 1,506,41 20 00 00 00 00 00 01 
32:01.3,0x271,CAN 1,504,FA 00 00 00 00 00 00 4F 
32:01.3,0x271,CAN 1,505,41 00 00 00 00 00 00 40 
32:01.3,0x271,CAN 1,506,5C 00 00 00 00 00 00 41 
32:01.3,0x710,CAN 1,27,03 7F 22 31 CC CC CC CC 
32:01.3,0x168,CAN 1,611,E6 00 C8 00 00 00 00 0A 
32:01.3,0x265,CAN 1,507,66 20 00 00 00 00 00 02 
32:01.3,0x271,CAN 1,507,7B 00 00 00 00 00 00 42 
32:01.3,0x168,CAN 1,612,FB 00 C8 00 00 00 00 0B 
32:01.4,0x168,CAN 1,613,A8 00 C8 00 00 00 00 0C 
32:01.4,0x712,CAN 1,25,03 22 F1 FF 00 00 00 00 
32:01.4,0x265,CAN 1,508,7B 20 00 00 00 00 00 03 
32:01.4,0x168,CAN 1,614,B5 00 C8 00 00 00 00 0D 
32:01.4,0x710,CAN 1,28,10 17 62 F1 FF 4A 75 6C 
32:01.4,0x265,CAN 1,509,28 20 00 00 00 00 00 04 
32:01.4,0x271,CAN 1,508,66 00 00 00 00 00 00 43 
32:01.4,0x271,CAN 1,509,35 00 00 00 00 00 00 44 
32:01.4,0x712,CAN 1,26,30 00 00 00 00 00 00 00 
32:01.4,0x710,CAN 1,29,21 20 31 34 20 32 30 32 
32:01.4,0x710,CAN 1,30,22 31 20 30 33 3A 35 35 
32:01.4,0x710,CAN 1,31,23 3A 30 35 CC CC CC CC 
32:01.4,0x271,CAN 1,510,28 00 00 00 00 00 00 45 
32:01.4,0x265,CAN 1,510,35 20 00 00 00 00 00 05 
32:01.4,0x168,CAN 1,615,92 00 C8 00 00 00 00 0E 
32:01.4,0x271,CAN 1,511,0F 00 00 00 00 00 00 46 
32:01.4,0x265,CAN 1,511,12 20 00 00 00 00 00 06 
32:01.4,0x168,CAN 1,616,34 00 C8 00 00 00 00 00 
32:01.4,0x271,CAN 1,512,12 00 00 00 00 00 00 47 
32:01.4,0x265,CAN 1,512,0F 20 00 00 00 00 00 07 
32:01.4,0x168,CAN 1,617,29 00 C8 00 00 00 00 01 
32:01.5,0x271,CAN 1,513,A9 00 00 00 00 00 00 48 
32:01.5,0x265,CAN 1,513,B4 20 00 00 00 00 00 08 
32:01.5,0x168,CAN 1,618,0E 00 C8 00 00 00 00 02 
32:01.5,0x265,CAN 1,514,A9 20 00 00 00 00 00 09 
32:01.5,0x271,CAN 1,514,B4 00 00 00 00 00 00 49 
32:01.5,0x168,CAN 1,619,13 00 C8 00 00 00 00 03 
32:01.5,0x168,CAN 1,620,40 00 C8 00 00 00 00 04 
32:01.5,0x712,CAN 1,27,03 22 FD 00 00 00 00 00 
32:01.5,0x265,CAN 1,515,8E 20 00 00 00 00 00 0A 
32:01.5,0x265,CAN 1,516,93 20 00 00 00 00 00 0B 
32:01.5,0x271,CAN 1,515,93 00 00 00 00 00 00 4A 
32:01.5,0x271,CAN 1,516,8E 00 00 00 00 00 00 4B 
32:01.5,0x168,CAN 1,621,5D 00 C8 00 00 00 00 05 
32:01.5,0x710,CAN 1,32,04 62 FD 00 02 CC CC CC 
32:01.5,0x265,CAN 1,517,C0 20 00 00 00 00 00 0C 
32:01.5,0x271,CAN 1,517,DD 00 00 00 00 00 00 4C 
32:01.5,0x168,CAN 1,622,7A 00 C8 00 00 00 00 06 
32:01.6,0x168,CAN 1,623,67 00 C8 00 00 00 00 07 
32:01.6,0x712,CAN 1,28,03 22 FD 01 00 00 00 00 
32:01.6,0x265,CAN 1,518,DD 20 00 00 00 00 00 0D 
32:01.6,0x265,CAN 1,519,FA 20 00 00 00 00 00 0E 
32:01.6,0x271,CAN 1,518,C0 00 00 00 00 00 00 4D 
32:01.6,0x271,CAN 1,519,E7 00 00 00 00 00 00 4E 
32:01.6,0x168,CAN 1,624,DC 00 C8 00 00 00 00 08 
32:01.6,0x710,CAN 1,33,07 62 FD 01 00 00 1A BA 
32:01.6,0x265,CAN 1,520,E7 20 00 00 00 00 00 0F 
32:01.6,0x271,CAN 1,520,FA 00 00 00 00 00 00 4F 
32:01.6,0x168,CAN 1,625,C1 00 C8 00 00 00 00 09 
32:01.6,0x168,CAN 1,626,E6 00 C8 00 00 00 00 0A 
32:01.6,0x712,CAN 1,29,03 22 FD 02 00 00 00 00 
32:01.6,0x265,CAN 1,521,5C 20 00 00 00 00 00 00 
32:01.6,0x265,CAN 1,522,41 20 00 00 00 00 00 01 
32:01.6,0x271,CAN 1,521,41 00 00 00 00 00 00 40 
32:01.6,0x271,CAN 1,522,5C 00 00 00 00 00 00 41 
32:01.6,0x168,CAN 1,627,FB 00 C8 00 00 00 00 0B 
32:01.6,0x710,CAN 1,34,04 62 FD 02 FF CC CC CC 
32:01.7,0x265,CAN 1,523,66 20 00 00 00 00 00 02 
32:01.7,0x271,CAN 1,523,7B 00 00 00 00 00 00 42 
32:01.7,0x168,CAN 1,628,A8 00 C8 00 00 00 00 0C 
32:01.7,0x168,CAN 1,629,B5 00 C8 00 00 00 00 0D 
32:01.7,0x712,CAN 1,30,03 22 FD 03 00 00 00 00 
32:01.7,0x265,CAN 1,524,7B 20 00 00 00 00 00 03 
32:01.7,0x265,CAN 1,525,28 20 00 00 00 00 00 04 
32:01.7,0x271,CAN 1,524,66 00 00 00 00 00 00 43 
32:01.7,0x271,CAN 1,525,35 00 00 00 00 00 00 44 
32:01.7,0x168,CAN 1,630,92 00 C8 00 00 00 00 0E 
32:01.7,0x710,CAN 1,35,07 62 FD 03 01 20 10 00 
32:01.7,0x265,CAN 1,526,35 20 00 00 00 00 00 05 
32:01.7,0x271,CAN 1,526,28 00 00 00 00 00 00 45 
32:01.7,0x168,CAN 1,631,34 00 C8 00 00 00 00 00 
32:01.7,0x168,CAN 1,632,29 00 C8 00 00 00 00 01 
32:01.8,0x712,CAN 1,31,03 22 FD 05 00 00 00 00 
32:01.8,0x265,CAN 1,527,12 20 00 00 00 00 00 06 
32:01.8,0x265,CAN 1,528,0F 20 00 00 00 00 00 07 
32:01.8,0x271,CAN 1,527,0F 00 00 00 00 00 00 46 
32:01.8,0x271,CAN 1,528,12 00 00 00 00 00 00 47 
32:01.8,0x168,CAN 1,633,0E 00 C8 00 00 00 00 02 
32:01.8,0x710,CAN 1,36,03 7F 22 31 CC CC CC CC 
32:01.8,0x168,CAN 1,634,13 00 C8 00 00 00 00 03 
32:01.8,0x168,CAN 1,635,40 00 C8 00 00 00 00 04 
32:01.8,0x712,CAN 1,32,02 10 7E 00 00 00 00 00 
32:01.8,0x265,CAN 1,529,B4 20 00 00 00 00 00 08 
32:01.8,0x265,CAN 1,530,A9 20 00 00 00 00 00 09 
32:01.8,0x265,CAN 1,531,8E 20 00 00 00 00 00 0A 
32:01.8,0x271,CAN 1,529,A9 00 00 00 00 00 00 48 
32:01.8,0x271,CAN 1,530,B4 00 00 00 00 00 00 49 
32:01.8,0x271,CAN 1,531,93 00 00 00 00 00 00 4A 
32:01.8,0x168,CAN 1,636,5D 00 C8 00 00 00 00 05 
32:01.8,0x710,CAN 1,37,06 50 7E 00 32 01 F4 CC 
32:01.8,0x168,CAN 1,637,7A 00 C8 00 00 00 00 06 
32:01.9,0x168,CAN 1,638,67 00 C8 00 00 00 00 07 
32:01.9,0x712,CAN 1,33,03 22 FD 05 00 00 00 00 
32:01.9,0x265,CAN 1,532,93 20 00 00 00 00 00 0B 
32:01.9,0x265,CAN 1,533,C0 20 00 00 00 00 00 0C 
32:01.9,0x265,CAN 1,534,DD 20 00 00 00 00 00 0D 
32:01.9,0x271,CAN 1,532,8E 00 00 00 00 00 00 4B 
32:01.9,0x271,CAN 1,533,DD 00 00 00 00 00 00 4C 
32:01.9,0x271,CAN 1,534,C0 00 00 00 00 00 00 4D 
32:01.9,0x710,CAN 1,38,03 7F 22 31 CC CC CC CC 
32:01.9,0x168,CAN 1,639,DC 00 C8 00 00 00 00 08 
32:01.9,0x271,CAN 1,535,E7 00 00 00 00 00 00 4E 
32:01.9,0x265,CAN 1,535,FA 20 00 00 00 00 00 0E 
32:01.9,0x168,CAN 1,640,C1 00 C8 00 00 00 00 09 
32:01.9,0x168,CAN 1,641,E6 00 C8 00 00 00 00 0A 
32:01.9,0x712,CAN 1,34,03 22 FD 06 00 00 00 00 
32:01.9,0x271,CAN 1,536,FA 00 00 00 00 00 00 4F 
32:01.9,0x265,CAN 1,536,E7 20 00 00 00 00 00 0F 
32:01.9,0x168,CAN 1,642,FB 00 C8 00 00 00 00 0B 
32:01.9,0x265,CAN 1,537,5C 20 00 00 00 00 00 00 
32:01.9,0x710,CAN 1,39,03 7F 22 31 CC CC CC CC 
32:01.9,0x271,CAN 1,537,41 00 00 00 00 00 00 40 
32:02.0,0x168,CAN 1,643,A8 00 C8 00 00 00 00 0C 
32:02.0,0x168,CAN 1,644,B5 00 C8 00 00 00 00 0D 
32:02.0,0x712,CAN 1,35,02 10 7E 00 00 00 00 00 
32:02.0,0x265,CAN 1,538,41 20 00 00 00 00 00 01 
32:02.0,0x265,CAN 1,539,66 20 00 00 00 00 00 02 
32:02.0,0x265,CAN 1,540,7B 20 00 00 00 00 00 03 
32:02.0,0x271,CAN 1,538,5C 00 00 00 00 00 00 41 
32:02.0,0x271,CAN 1,539,7B 00 00 00 00 00 00 42 
32:02.0,0x271,CAN 1,540,66 00 00 00 00 00 00 43 
32:02.0,0x168,CAN 1,645,92 00 C8 00 00 00 00 0E 
32:02.0,0x710,CAN 1,40,06 50 7E 00 32 01 F4 CC 
32:02.0,0x168,CAN 1,646,34 00 C8 00 00 00 00 00 
32:02.0,0x168,CAN 1,647,29 00 C8 00 00 00 00 01 
32:02.1,0x712,CAN 1,36,03 22 FD 06 00 00 00 00 
32:02.1,0x265,CAN 1,541,28 20 00 00 00 00 00 04 
32:02.1,0x265,CAN 1,542,35 20 00 00 00 00 00 05 
32:02.1,0x265,CAN 1,543,12 20 00 00 00 00 00 06 
32:02.1,0x271,CAN 1,541,35 00 00 00 00 00 00 44 
32:02.1,0x271,CAN 1,542,28 00 00 00 00 00 00 45 
32:02.1,0x271,CAN 1,543,0F 00 00 00 00 00 00 46 
32:02.1,0x710,CAN 1,41,03 7F 22 31 CC CC CC CC 
32:02.1,0x168,CAN 1,648,0E 00 C8 00 00 00 00 02 
32:02.1,0x265,CAN 1,544,0F 20 00 00 00 00 00 07 
32:02.1,0x271,CAN 1,544,12 00 00 00 00 00 00 47 
32:02.1,0x168,CAN 1,649,13 00 C8 00 00 00 00 03 
32:02.1,0x168,CAN 1,650,40 00 C8 00 00 00 00 04 
32:02.1,0x712,CAN 1,37,03 22 FD 30 00 00 00 00 
32:02.1,0x265,CAN 1,545,B4 20 00 00 00 00 00 08 
32:02.1,0x168,CAN 1,651,5D 00 C8 00 00 00 00 05 
32:02.1,0x710,CAN 1,42,10 17 62 FD 30 00 00 00 
32:02.1,0x265,CAN 1,546,A9 20 00 00 00 00 00 09 
32:02.1,0x271,CAN 1,545,A9 00 00 00 00 00 00 48 
32:02.1,0x271,CAN 1,546,B4 00 00 00 00 00 00 49 
32:02.1,0x712,CAN 1,38,30 00 00 00 00 00 00 00 
32:02.1,0x710,CAN 1,43,21 00 00 00 00 00 00 00 
32:02.1,0x710,CAN 1,44,22 00 00 00 00 00 00 00 
32:02.1,0x710,CAN 1,45,23 00 00 00 CC CC CC CC 
32:02.1,0x265,CAN 1,547,8E 20 00 00 00 00 00 0A 
32:02.1,0x271,CAN 1,547,93 00 00 00 00 00 00 4A 
32:02.1,0x168,CAN 1,652,7A 00 C8 00 00 00 00 06 
32:02.2,0x271,CAN 1,548,8E 00 00 00 00 00 00 4B 
32:02.2,0x265,CAN 1,548,93 20 00 00 00 00 00 0B 
32:02.2,0x168,CAN 1,653,67 00 C8 00 00 00 00 07 
32:02.2,0x271,CAN 1,549,DD 00 00 00 00 00 00 4C 
32:02.2,0x265,CAN 1,549,C0 20 00 00 00 00 00 0C 
32:02.2,0x168,CAN 1,654,DC 00 C8 00 00 00 00 08 
32:02.2,0x271,CAN 1,550,C0 00 00 00 00 00 00 4D 
32:02.2,0x265,CAN 1,550,DD 20 00 00 00 00 00 0D 
32:02.2,0x168,CAN 1,655,C1 00 C8 00 00 00 00 09 
32:02.2,0x271,CAN 1,551,E7 00 00 00 00 00 00 4E 
32:02.2,0x265,CAN 1,551,FA 20 00 00 00 00 00 0E 
32:02.2,0x168,CAN 1,656,E6 00 C8 00 00 00 00 0A 
32:02.2,0x168,CAN 1,657,FB 00 C8 00 00 00 00 0B 
32:02.3,0x712,CAN 1,39,03 22 FD 31 00 00 00 00 
32:02.3,0x265,CAN 1,552,E7 20 00 00 00 00 00 0F 
32:02.3,0x265,CAN 1,553,5C 20 00 00 00 00 00 00 
32:02.3,0x271,CAN 1,552,FA 00 00 00 00 00 00 4F 
32:02.3,0x271,CAN 1,553,41 00 00 00 00 00 00 40 
32:02.3,0x168,CAN 1,658,A8 00 C8 00 00 00 00 0C 
32:02.3,0x710,CAN 1,46,10 17 62 FD 31 00 00 00 
32:02.3,0x712,CAN 1,40,30 00 00 00 00 00 00 00 
32:02.3,0x710,CAN 1,47,21 00 00 00 00 00 00 00 
32:02.3,0x710,CAN 1,48,22 00 00 00 00 00 00 00 
32:02.3,0x710,CAN 1,49,23 00 00 00 CC CC CC CC 
32:02.3,0x265,CAN 1,554,41 20 00 00 00 00 00 01 
32:02.3,0x271,CAN 1,554,5C 00 00 00 00 00 00 41 
32:02.3,0x168,CAN 1,659,B5 00 C8 00 00 00 00 0D 
32:02.3,0x265,CAN 1,555,66 20 00 00 00 00 00 02 
32:02.3,0x271,CAN 1,555,7B 00 00 00 00 00 00 42 
32:02.3,0x168,CAN 1,660,92 00 C8 00 00 00 00 0E 
32:02.3,0x271,CAN 1,556,66 00 00 00 00 00 00 43 
32:02.3,0x265,CAN 1,556,7B 20 00 00 00 00 00 03 
32:02.3,0x168,CAN 1,661,34 00 C8 00 00 00 00 00 
32:02.3,0x271,CAN 1,557,35 00 00 00 00 00 00 44 
32:02.3,0x265,CAN 1,557,28 20 00 00 00 00 00 04 
32:02.3,0x168,CAN 1,662,29 00 C8 00 00 00 00 01 
32:02.4,0x168,CAN 1,663,0E 00 C8 00 00 00 00 02 
32:02.4,0x712,CAN 1,41,03 22 FD 32 00 00 00 00 
32:02.4,0x271,CAN 1,558,28 00 00 00 00 00 00 45 
32:02.4,0x265,CAN 1,558,35 20 00 00 00 00 00 05 
32:02.4,0x265,CAN 1,559,12 20 00 00 00 00 00 06 
32:02.4,0x271,CAN 1,559,0F 00 00 00 00 00 00 46 
32:02.4,0x168,CAN 1,664,13 00 C8 00 00 00 00 03 
32:02.4,0x710,CAN 1,50,10 17 62 FD 32 00 00 00 
32:02.4,0x712,CAN 1,42,30 00 00 00 00 00 00 00 
32:02.4,0x265,CAN 1,560,0F 20 00 00 00 00 00 07 
32:02.4,0x271,CAN 1,560,12 00 00 00 00 00 00 47 
32:02.4,0x710,CAN 1,51,21 00 00 00 00 00 00 00 
32:02.4,0x710,CAN 1,52,22 00 00 00 00 00 00 00 
32:02.4,0x710,CAN 1,53,23 00 00 00 CC CC CC CC 
32:02.4,0x168,CAN 1,665,40 00 C8 00 00 00 00 04 
32:02.4,0x265,CAN 1,561,B4 20 00 00 00 00 00 08 
32:02.4,0x271,CAN 1,561,A9 00 00 00 00 00 00 48 
32:02.4,0x168,CAN 1,666,5D 00 C8 00 00 00 00 05 
32:02.4,0x265,CAN 1,562,A9 20 00 00 00 00 00 09 
32:02.4,0x271,CAN 1,562,B4 00 00 00 00 00 00 49 
32:02.4,0x168,CAN 1,667,7A 00 C8 00 00 00 00 06 
32:02.5,0x265,CAN 1,563,8E 20 00 00 00 00 00 0A 
32:02.5,0x271,CAN 1,563,93 00 00 00 00 00 00 4A 
32:02.5,0x168,CAN 1,668,67 00 C8 00 00 00 00 07 
32:02.5,0x265,CAN 1,564,93 20 00 00 00 00 00 0B 
32:02.5,0x271,CAN 1,564,8E 00 00 00 00 00 00 4B 
32:02.5,0x168,CAN 1,669,DC 00 C8 00 00 00 00 08 
32:02.5,0x168,CAN 1,670,C1 00 C8 00 00 00 00 09 
32:02.5,0x712,CAN 1,43,03 22 FD 38 00 00 00 00 
32:02.5,0x265,CAN 1,565,C0 20 00 00 00 00 00 0C 
32:02.5,0x168,CAN 1,671,E6 00 C8 00 00 00 00 0A 
32:02.5,0x265,CAN 1,566,DD 20 00 00 00 00 00 0D 
32:02.5,0x710,CAN 1,54,10 13 62 FD 38 10 00 02 
32:02.5,0x271,CAN 1,565,DD 00 00 00 00 00 00 4C 
32:02.5,0x271,CAN 1,566,C0 00 00 00 00 00 00 4D 
32:02.5,0x712,CAN 1,44,30 00 00 00 00 00 00 00 
32:02.5,0x710,CAN 1,55,21 01 01 05 02 00 00 00 
32:02.5,0x710,CAN 1,56,22 00 00 00 00 00 00 CC 
32:02.5,0x271,CAN 1,567,E7 00 00 00 00 00 00 4E 
32:02.5,0x265,CAN 1,567,FA 20 00 00 00 00 00 0E 
32:02.5,0x168,CAN 1,672,FB 00 C8 00 00 00 00 0B 
32:02.6,0x271,CAN 1,568,FA 00 00 00 00 00 00 4F 
32:02.6,0x265,CAN 1,568,E7 20 00 00 00 00 00 0F 
32:02.6,0x168,CAN 1,673,A8 00 C8 00 00 00 00 0C 
32:02.6,0x265,CAN 1,569,5C 20 00 00 00 00 00 00 
32:02.6,0x271,CAN 1,569,41 00 00 00 00 00 00 40 
32:02.6,0x168,CAN 1,674,B5 00 C8 00 00 00 00 0D 
32:02.6,0x168,CAN 1,675,92 00 C8 00 00 00 00 0E 
32:02.6,0x712,CAN 1,45,03 22 FD 39 00 00 00 00 
32:02.6,0x265,CAN 1,570,41 20 00 00 00 00 00 01 
32:02.6,0x265,CAN 1,571,66 20 00 00 00 00 00 02 
32:02.6,0x271,CAN 1,570,5C 00 00 00 00 00 00 41 
32:02.6,0x271,CAN 1,571,7B 00 00 00 00 00 00 42 
32:02.6,0x168,CAN 1,676,34 00 C8 00 00 00 00 00 
32:02.6,0x710,CAN 1,57,03 7F 22 31 CC CC CC CC 
32:02.6,0x168,CAN 1,677,29 00 C8 00 00 00 00 01 
32:02.7,0x168,CAN 1,678,0E 00 C8 00 00 00 00 02 
32:02.7,0x712,CAN 1,46,02 10 7E 00 00 00 00 00 
32:02.7,0x265,CAN 1,572,7B 20 00 00 00 00 00 03 
32:02.7,0x265,CAN 1,573,28 20 00 00 00 00 00 04 
32:02.7,0x265,CAN 1,574,35 20 00 00 00 00 00 05 
32:02.7,0x271,CAN 1,572,66 00 00 00 00 00 00 43 
32:02.7,0x271,CAN 1,573,35 00 00 00 00 00 00 44 
32:02.7,0x271,CAN 1,574,28 00 00 00 00 00 00 45 
32:02.7,0x168,CAN 1,679,13 00 C8 00 00 00 00 03 
32:02.7,0x710,CAN 1,58,06 50 7E 00 32 01 F4 CC 
32:02.7,0x168,CAN 1,680,40 00 C8 00 00 00 00 04 
32:02.7,0x168,CAN 1,681,5D 00 C8 00 00 00 00 05 
32:02.7,0x712,CAN 1,47,03 22 FD 39 00 00 00 00 
32:02.7,0x265,CAN 1,575,12 20 00 00 00 00 00 06 
32:02.7,0x265,CAN 1,576,0F 20 00 00 00 00 00 07 
32:02.7,0x265,CAN 1,577,B4 20 00 00 00 00 00 08 
32:02.7,0x271,CAN 1,575,0F 00 00 00 00 00 00 46 
32:02.7,0x271,CAN 1,576,12 00 00 00 00 00 00 47 
32:02.7,0x271,CAN 1,577,A9 00 00 00 00 00 00 48 
32:02.7,0x710,CAN 1,59,03 7F 22 31 CC CC CC CC 
